initial_asset_price,volatility,asset_price,probability
150,0.1,94.237704,0.00001
150,0.1,94.363562,0
150,0.1,94.48942,0
150,0.1,94.615278,0
150,0.1,94.741137,0
150,0.1,94.866995,0
150,0.1,94.992853,0
150,0.1,95.118711,0
150,0.1,95.244569,0.00001
150,0.1,95.370427,0.00001
150,0.1,95.496285,0
150,0.1,95.622143,0.00001
150,0.1,95.748001,0
150,0.1,95.873859,0
150,0.1,95.999718,0.00001
150,0.1,96.125576,0
150,0.1,96.251434,0.00001
150,0.1,96.377292,0
150,0.1,96.50315,0
150,0.1,96.629008,0
150,0.1,96.754866,0
150,0.1,96.880724,0.00001
150,0.1,97.006582,0
150,0.1,97.13244,0
150,0.1,97.258298,0.00001
150,0.1,97.384157,0.00001
150,0.1,97.510015,0
150,0.1,97.635873,0
150,0.1,97.761731,0
150,0.1,97.887589,0.00001
150,0.1,98.013447,0.00002
150,0.1,98.139305,0.00001
150,0.1,98.265163,0.00002
150,0.1,98.391021,0.00001
150,0.1,98.516879,0.00002
150,0.1,98.642738,0.00002
150,0.1,98.768596,0.00002
150,0.1,98.894454,0
150,0.1,99.020312,0
150,0.1,99.14617,0.00002
150,0.1,99.272028,0.00001
150,0.1,99.397886,0.00001
150,0.1,99.523744,0
150,0.1,99.649602,0.00002
150,0.1,99.77546,0.00001
150,0.1,99.901318,0
150,0.1,100.027177,0.00002
150,0.1,100.153035,0.00001
150,0.1,100.278893,0.00002
150,0.1,100.404751,0
150,0.1,100.530609,0.00003
150,0.1,100.656467,0.00003
150,0.1,100.782325,0.00002
150,0.1,100.908183,0.00003
150,0.1,101.034041,0.00001
150,0.1,101.159899,0
150,0.1,101.285758,0.00004
150,0.1,101.411616,0.00002
150,0.1,101.537474,0.00002
150,0.1,101.663332,0.00001
150,0.1,101.78919,0.00002
150,0.1,101.915048,0.00002
150,0.1,102.040906,0.00004
150,0.1,102.166764,0.00004
150,0.1,102.292622,0.00003
150,0.1,102.41848,0.00001
150,0.1,102.544338,0.00003
150,0.1,102.670197,0.00004
150,0.1,102.796055,0.00005
150,0.1,102.921913,0.00002
150,0.1,103.047771,0.00006
150,0.1,103.173629,0.00001
150,0.1,103.299487,0.00004
150,0.1,103.425345,0.00002
150,0.1,103.551203,0.00006
150,0.1,103.677061,0.00002
150,0.1,103.802919,0.00006
150,0.1,103.928778,0.00002
150,0.1,104.054636,0.00003
150,0.1,104.180494,0.00005
150,0.1,104.306352,0.00003
150,0.1,104.43221,0.00003
150,0.1,104.558068,0.00007
150,0.1,104.683926,0.00003
150,0.1,104.809784,0.00004
150,0.1,104.935642,0.00001
150,0.1,105.0615,0.00006
150,0.1,105.187358,0.00008
150,0.1,105.313217,0.00004
150,0.1,105.439075,0.00006
150,0.1,105.564933,0.00008
150,0.1,105.690791,0.00003
150,0.1,105.816649,0.00005
150,0.1,105.942507,0.00008
150,0.1,106.068365,0.00006
150,0.1,106.194223,0.00012
150,0.1,106.320081,0.00008
150,0.1,106.445939,0.00008
150,0.1,106.571798,0.00009
150,0.1,106.697656,0.0001
150,0.1,106.823514,0.00011
150,0.1,106.949372,0.00006
150,0.1,107.07523,0.00009
150,0.1,107.201088,0.00004
150,0.1,107.326946,0.00011
150,0.1,107.452804,0.00012
150,0.1,107.578662,0.00006
150,0.1,107.70452,0.0001
150,0.1,107.830378,0.00014
150,0.1,107.956237,0.00012
150,0.1,108.082095,0.0001
150,0.1,108.207953,0.0002
