initial_asset_price,volatility,asset_price,probability
15,0.100000,9.369211,0.000020
15,0.100000,9.495642,0.000010
15,0.100000,9.622073,0.000050
15,0.100000,9.748503,0.000040
15,0.100000,9.874934,0.000110
15,0.100000,10.001365,0.000040
15,0.100000,10.127795,0.000140
15,0.100000,10.254226,0.000320
15,0.100000,10.380657,0.000340
15,0.100000,10.507087,0.000340
15,0.100000,10.633518,0.000600
15,0.100000,10.759949,0.001110
15,0.100000,10.886380,0.001280
15,0.100000,11.012810,0.001710
15,0.100000,11.139241,0.002720
15,0.100000,11.265672,0.002830
15,0.100000,11.392102,0.004170
15,0.100000,11.518533,0.004780
15,0.100000,11.644964,0.005690
15,0.100000,11.771395,0.007760
15,0.100000,11.897825,0.008830
15,0.100000,12.024256,0.010540
15,0.100000,12.150687,0.012320
15,0.100000,12.277117,0.013960
15,0.100000,12.403548,0.016700
15,0.100000,12.529979,0.018650
15,0.100000,12.656409,0.020300
15,0.100000,12.782840,0.023280
15,0.100000,12.909271,0.024570
15,0.100000,13.035702,0.026570
15,0.100000,13.162132,0.029150
15,0.100000,13.288563,0.030350
15,0.100000,13.414994,0.032330
15,0.100000,13.541424,0.033650
15,0.100000,13.667855,0.034220
15,0.100000,13.794286,0.034530
15,0.100000,13.920717,0.036730
15,0.100000,14.047147,0.036130
15,0.100000,14.173578,0.034870
15,0.100000,14.300009,0.034820
15,0.100000,14.426439,0.035460
15,0.100000,14.552870,0.033460
15,0.100000,14.679301,0.031670
15,0.100000,14.805732,0.030890
15,0.100000,14.932162,0.029770
15,0.100000,15.058593,0.028010
15,0.100000,15.185024,0.026120
15,0.100000,15.311454,0.023980
15,0.100000,15.437885,0.022860
15,0.100000,15.564316,0.021520
15,0.100000,15.690746,0.019590
15,0.100000,15.817177,0.017990
15,0.100000,15.943608,0.016300
15,0.100000,16.070039,0.015070
15,0.100000,16.196469,0.012840
15,0.100000,16.322900,0.011620
15,0.100000,16.449331,0.010430
15,0.100000,16.575761,0.009520
15,0.100000,16.702192,0.007970
15,0.100000,16.828623,0.007220
15,0.100000,16.955054,0.006270
15,0.100000,17.081484,0.005000
15,0.100000,17.207915,0.004850
15,0.100000,17.334346,0.003730
15,0.100000,17.460776,0.003160
15,0.100000,17.587207,0.002890
15,0.100000,17.713638,0.002430
15,0.100000,17.840068,0.002230
15,0.100000,17.966499,0.001670
15,0.100000,18.092930,0.001440
15,0.100000,18.219361,0.001210
15,0.100000,18.345791,0.000960
15,0.100000,18.472222,0.000960
15,0.100000,18.598653,0.000780
15,0.100000,18.725083,0.000770
15,0.100000,18.851514,0.000500
15,0.100000,18.977945,0.000420
15,0.100000,19.104376,0.000350
15,0.100000,19.230806,0.000340
15,0.100000,19.357237,0.000190
15,0.100000,19.483668,0.000140
15,0.100000,19.610098,0.000190
15,0.100000,19.736529,0.000100
15,0.100000,19.862960,0.000170
15,0.100000,19.989391,0.000060
15,0.100000,20.115821,0.000050
15,0.100000,20.242252,0.000030
15,0.100000,20.368683,0.000100
15,0.100000,20.495113,0.000020
15,0.100000,20.621544,0.000030
15,0.100000,20.747975,0.000020
15,0.100000,20.874405,0.000000
15,0.100000,21.000836,0.000010
15,0.100000,21.127267,0.000020
15,0.100000,21.253698,0.000010
15,0.100000,21.380128,0.000020
15,0.100000,21.506559,0.000000
