3.962853850309420436e-04 3.102181443388547961e-04 3.233653340796934254e-04 3.271488064793228638e-04 3.992418838239852929e-04 5.154603183401812840e-04 1.466179044188358122e-04 1.471615142508384553e-04 6.056396992638781850e-05 7.694405719764851426e-05 9.089272195354117614e-05 5.662952280836620628e-04 1.790494963305150984e-04 4.166285185652838629e-04 9.272677935981888840e-05 2.385675107045870402e-04 8.358020660058620359e-05 2.600706318390308522e-04 1.313169112470610452e-04 1.995698047570727753e-04 1.952563321576657814e-04 9.986089514469161576e-05 4.990287926678760463e-05 6.860757032536709480e-05 1.164491105382692347e-04 2.340703110351001416e-04 5.610134540722277926e-05 1.998744142356812697e-04 2.056855879966685739e-04 3.222186760202647073e-04
3.102181443388547961e-04 3.879421516032076963e-04 3.505421911414153234e-04 3.541733032161409420e-04 4.019667831301216980e-04 4.647166489588003269e-04 1.281844827736420720e-04 1.377889828662982668e-04 5.031539714064587156e-05 4.984534035135417733e-05 8.064045287822859830e-05 5.762024290760241110e-04 1.535328459113726937e-04 4.306825290085906704e-04 8.918466572947198856e-05 2.285705733555726705e-04 6.336357574074487039e-05 2.561831522142499901e-04 1.314152552555006704e-04 2.005742558308686366e-04 1.776658872391573610e-04 9.086773776708819415e-05 6.172775185987585875e-05 7.252580408557916781e-05 9.967084095170063640e-05 2.343739575664044927e-04 4.835137857375556712e-05 2.194770542748661357e-04 2.291510979176345874e-04 3.164179967251597538e-04
3.233653340796934254e-04 3.505421911414153234e-04 4.743055935515501473e-04 4.749369912383595896e-04 4.412092429029803599e-04 4.776138123173373604e-04 1.505487639193513834e-04 1.419139029967333174e-04 5.436050322187726229e-05 6.334985269660021101e-05 8.796777159771477822e-05 6.358854753748594728e-04 1.864301370795331246e-04 5.282349090861300890e-04 7.718521614241943330e-05 2.317961851295006115e-04 8.491818117336186493e-05 2.653975521189801535e-04 1.331993995899560909e-04 2.049398707593385054e-04 2.095876970409893381e-04 8.524211737968886266e-05 6.269612709657616724e-05 6.554555385083937389e-05 9.826848831551785173e-05 2.268378517628992226e-04 5.123252337068344821e-05 2.169005999025393878e-04 2.229538968601549537e-04 3.397562661257115600e-04
3.271488064793228638e-04 3.541733032161409420e-04 4.749369912383595896e-04 4.785838302187918618e-04 4.410586228403016638e-04 4.800906223767815333e-04 1.511816239465345096e-04 1.454924964578168550e-04 5.497095527525106381e-05 6.877888848077964162e-05 8.635348718808667150e-05 6.413699210306398084e-04 1.863712015518429594e-04 5.222539199363797607e-04 8.060175055884823668e-05 2.324539097558417106e-04 8.808048827606897472e-05 2.655841063417350295e-04 1.350167825308249249e-04 2.028344353592600525e-04 2.093878287311391935e-04 8.687288806100725003e-05 6.471995554774509778e-05 6.717236994562950949e-05 1.002570586637493402e-04 2.270739490321090829e-04 5.059846593749921467e-05 2.212160746641790457e-04 2.282403403491886889e-04 3.431769358205889850e-04
3.992418838239852929e-04 4.019667831301216980e-04 4.412092429029803599e-04 4.410586228403016638e-04 8.149912421840374089e-04 6.326667255902730224e-04 1.826617247035384767e-04 1.451837323341545092e-04 5.646846757262302360e-05 1.161903658373656745e-04 1.173982659563359911e-04 7.707571448244660657e-04 2.316995714105214168e-04 6.256485764374643006e-04 6.011123711806001726e-05 2.818710443304681145e-04 1.364662521888872497e-04 3.184296693608579297e-04 1.352240911588569437e-04 2.710994656221263192e-04 2.707052237466556341e-04 9.579771619871650754e-05 4.724520072279480263e-05 7.684897773423520211e-05 1.095196359969669708e-04 2.890252802035508917e-04 3.988092722683517948e-05 2.389907445406042595e-04 2.461498410284221751e-04 4.009457221575235498e-04
5.154603183401812840e-04 4.647166489588003269e-04 4.776138123173373604e-04 4.800906223767815333e-04 6.326667255902730224e-04 1.634572321751797449e-03 1.789149914003528865e-04 1.562674322374162420e-04 1.655806810924460634e-05 1.219576334756519373e-04 9.319015488313952416e-05 1.014112369111979436e-03 2.443163549295090790e-04 6.138825313216020058e-04 5.181135111469018141e-05 3.160265085585815988e-04 1.168076612016235314e-04 3.515015113690990239e-04 1.199683143588557873e-04 2.599355538860984288e-04 2.939805095950707861e-04 7.477239505546779894e-05 2.269699531472382551e-05 7.899861454923864441e-06 7.871480510336066681e-05 3.469099665673238005e-04 1.716399088772590384e-05 3.046131258021666632e-04 2.944659703364597763e-04 5.193161482763715680e-04
1.466179044188358122e-04 1.281844827736420720e-04 1.505487639193513834e-04 1.511816239465345096e-04 1.826617247035384767e-04 1.789149914003528865e-04 1.588271472487856769e-04 9.788774795122799123e-05 6.559994034911899958e-05 1.042171512769699904e-04 6.533545412657379924e-05 2.236071360942271850e-04 1.537396670038591135e-04 1.890385735365802500e-04 6.966721438662510659e-05 1.422889782671994696e-04 1.069561610270815857e-04 1.464034335385082624e-04 9.032847389307637116e-05 1.009659615501573338e-04 1.680553436460239256e-04 8.803156200500711868e-05 6.258356049804694894e-05 7.984185089551399804e-05 7.718036858992354627e-05 1.112036772397815605e-04 5.786809663654537321e-05 1.045754407852962506e-04 1.092699856013536783e-04 1.379085665846938025e-04
1.471615142508384553e-04 1.377889828662982668e-04 1.419139029967333174e-04 1.454924964578168550e-04 1.451837323341545092e-04 1.562674322374162420e-04 9.788774795122799123e-05 2.295842852321771949e-04 8.550513739669849929e-05 7.409121889841415788e-05 8.346513055926598216e-05 2.121326704790160245e-04 1.097656829711129631e-04 1.112111541240226836e-04 1.084925738770539276e-04 1.165645819386242597e-04 7.304168089396250374e-05 1.300310984760849956e-04 1.331590387614616953e-04 1.099049253853443312e-04 1.277281633273407682e-04 1.007930965235407153e-04 1.102982487485065679e-04 1.016967921000340387e-04 9.930358488964757325e-05 1.456961142317339173e-04 7.921767027866672805e-05 1.540513384434400411e-04 1.546210610976863676e-04 1.450847744325032011e-04
6.056396992638781850e-05 5.031539714064587156e-05 5.436050322187726229e-05 5.497095527525106381e-05 5.646846757262302360e-05 1.655806810924460634e-05 6.559994034911899958e-05 8.550513739669849929e-05 1.219308392251346369e-04 1.416249437286087670e-05 5.487742125675513577e-05 3.155603290346993426e-05 5.744995487176759140e-05 5.338184569307492501e-05 8.619632526494358645e-05 5.507189263510027093e-05 1.726008524380344132e-05 5.631286719935709568e-05 1.058053004121839604e-04 6.429879972981684749e-05 5.362481133775845893e-05 7.156909480778098900e-05 7.471001759109513322e-05 9.029466278850145004e-05 7.279375040382332770e-05 7.270405460341637985e-05 7.284211685413436528e-05 6.306427035713401015e-05 6.577453670515232345e-05 4.393325442366751229e-05
7.694405719764851426e-05 4.984534035135417733e-05 6.334985269660021101e-05 6.877888848077964162e-05 1.161903658373656745e-04 1.219576334756519373e-04 1.042171512769699904e-04 7.409121889841415788e-05 1.416249437286087670e-05 4.556296722187024527e-04 4.256200858524011372e-05 1.155460358792484871e-04 1.003263553956885740e-04 7.981458909995523736e-05 -2.458744174780717685e-06 9.210420502156451545e-05 3.594585637403059013e-04 1.060940045596233945e-04 4.304169365107819625e-05 1.914693467019552167e-05 1.273919136984696682e-04 4.143235784842986955e-05 3.885559668541241699e-05 2.172516177411013927e-05 2.894172351042290848e-05 5.269030057091961977e-05 6.673412215583182476e-05 4.630439925988840457e-05 2.776029740244656053e-05 8.450908622484453879e-05
