0,1,2,3,4,5,6,7,decimal,risk,return,sharpe
1,1,0,0,0,0,1,1,195,0.0031083566437122233,0.0007536955135607872,0.24247395004862432
1,1,0,0,0,1,0,0,196,0.004999590166258583,0.0007232291978585512,0.1446576966927223
1,1,0,0,0,1,0,1,197,0.006111610575287276,0.001837002175441966,0.3005757897713595
1,1,0,0,0,1,1,0,198,0.006065852069997207,0.0006277925800987755,0.10349619028857468
1,1,0,0,0,1,1,1,199,0.007373647964202693,0.0017415655576821902,0.2361877819685828
1,1,0,0,1,0,0,0,200,0.0038220729531778528,-0.0014686221531406527,-0.3842475460651714
1,1,0,0,1,0,0,1,201,0.004911925612128694,-0.000354849175557238,-0.07224237571534721
1,1,0,0,1,0,1,0,202,0.004895828323522849,-0.0015640587709004282,-0.31946765032295743
1,1,0,0,1,0,1,1,203,0.006181456467650483,-0.00045028579331701356,-0.07284461124550526
1,1,0,0,1,1,0,0,204,0.008682332606639663,-0.00048075210901924966,-0.055371307550646336
1,1,0,0,1,1,0,1,205,0.010084720400999005,0.000633020868564165,0.06277029440513365
1,1,0,0,1,1,1,0,206,0.010113917959785364,-0.0005761887267790252,-0.056969883389409365
1,1,0,0,1,1,1,1,207,0.0117120812393215,0.0005375842508043894,0.04589997625695539
1,1,0,1,0,0,0,0,208,0.003245892056721803,-0.001452703835352986,-0.4475514927690319
1,1,0,1,0,0,0,1,209,0.004336362265459871,-0.0003389308577695714,-0.07816018058943879
1,1,0,1,0,0,1,0,210,0.00425668722555279,-0.0015481404531127617,-0.3636960789177349
1,1,0,1,0,0,1,1,211,0.005542932919467653,-0.000434367475529347,-0.07836419488386374
1,1,0,1,0,1,0,0,212,0.007800999503756629,-0.0004648337912315831,-0.059586440302648265
1,1,0,1,0,1,0,1,213,0.009204004847903197,0.0006489391863518316,0.0705061760696127
1,1,0,1,0,1,1,0,214,0.009169624655388321,-0.0005602704089913587,-0.06110069169103105
1,1,0,1,0,1,1,1,215,0.010768405484711686,0.000553502568592056,0.05140060609510708
1,1,0,1,1,0,0,0,216,0.006545418291602939,-0.002656685142230787,-0.40588470039249064
1,1,0,1,1,0,0,1,217,0.007926255885671658,-0.0015429121646473721,-0.19465838434972862
1,1,0,1,1,0,1,0,218,0.007921536909841004,-0.0027521217599905624,-0.3474227023510519
1,1,0,1,1,0,1,1,219,0.009498149989086515,-0.0016383487824071477,-0.17249135718951897
1,1,0,1,1,1,0,0,220,0.012365859189818312,-0.0016688150981093838,-0.13495342883116748
1,1,0,1,1,1,0,1,221,0.014059231919295534,-0.0005550421205259691,-0.03947883666135445
1,1,0,1,1,1,1,0,222,0.014099807790857078,-0.0017642517158691594,-0.1251259408665965
1,1,0,1,1,1,1,1,223,0.015988956005511097,-0.0006504787382857447,-0.04068300257137093
1,1,1,0,0,0,0,0,224,0.003226784670326427,-0.0014495711236006542,-0.4492308200577924
1,1,1,0,0,0,0,1,225,0.004310097695005963,-0.00033579814601723953,-0.07790963680621976
1,1,1,0,0,0,1,0,226,0.004236314119103048,-0.0015450077413604298,-0.36470566108245844
1,1,1,0,0,0,1,1,227,0.005515402628959378,-0.0004312347637770151,-0.07818735870936382
1,1,1,0,0,1,0,0,228,0.007776938497242365,-0.0004617010794792512,-0.0593679736110767
1,1,1,0,0,1,0,1,229,0.009172786657330404,0.0006520718981041635,0.0710876555253863
1,1,1,0,0,1,1,0,230,0.00914429792881969,-0.0005571376972390268,-0.060927334342762374
1,1,1,0,0,1,1,1,231,0.010735921574084522,0.0005566352803443879,0.05184792721363126
1,1,1,0,1,0,0,0,232,0.006526612145332921,-0.002653552430478455,-0.4065742488430187
1,1,1,0,1,0,0,1,233,0.007900292555343108,-0.0015397794528950403,-0.19490157384787732
1,1,1,0,1,0,1,0,234,0.007901465043516619,-0.0027489890482382305,-0.3479087780681705
1,1,1,0,1,0,1,1,235,0.009470920938703598,-0.0016352160706548159,-0.17265650101379137
1,1,1,0,1,1,0,0,236,0.012342099423429407,-0.001665682386357052,-0.13495940432913975
1,1,1,0,1,1,0,1,237,0.014028314968848094,-0.0005519094087736373,-0.03934253044640301
1,1,1,0,1,1,1,0,238,0.01407478230441381,-0.0017611190041168275,-0.125125843229884
1,1,1,0,1,1,1,1,239,0.01595677333500929,-0.0006473460265334129,-0.04056872983920442
1,1,1,1,0,0,0,0,240,0.006017886745547629,-0.0026376341126907884,-0.43829906148404313
1,1,1,1,0,0,0,1,241,0.007392184705345043,-0.0015238611351073737,-0.2061448943511274
1,1,1,1,0,0,1,0,242,0.007329779442217318,-0.002733070730450564,-0.37287216511712495
1,1,1,1,0,0,1,1,243,0.008899852887191527,-0.0016192977528671493,-0.18194657522908128
1,1,1,1,0,1,0,0,244,0.011528221817217129,-0.0016497640685693854,-0.14310655144625178
1,1,1,1,0,1,0,1,245,0.013215054912423044,-0.0005359910909859707,-0.040559127036400196
1,1,1,1,0,1,1,0,246,0.013197944496687524,-0.001745200686329161,-0.132232764485953
1,1,1,1,0,1,1,1,247,0.015080553077070232,-0.0006314277087457463,-0.041870328330717736
1,1,1,1,1,0,0,0,248,0.010199831466234726,-0.003841615419568589,-0.3766351858151558
1,1,1,1,1,0,0,1,249,0.01186449681136279,-0.0027278424419851744,-0.22991640398711918
1,1,1,1,1,0,1,0,250,0.011877047612311493,-0.003937052037328365,-0.3314840662293297
1,1,1,1,1,0,1,1,251,0.013737488442616349,-0.0028232790597449505,-0.20551639199102742
1,1,1,1,1,1,0,0,252,0.01697549998908477,-0.002853745375447186,-0.16810965080746612
1,1,1,1,1,1,0,1,253,0.018952700469621338,-0.0017399723978637712,-0.09180604107856376
1,1,1,1,1,1,1,0,254,0.019010546117962247,-0.0029491819932069615,-0.15513399640951958
1,1,1,1,1,1,1,1,255,0.0211835220836756,-0.0018354090156235468,-0.08664324130678655
