initial_stock_price,volatility,option_price,probability
100,0.100000,4.342035,0.000200
100,0.100000,4.758365,0.000200
100,0.100000,3.959347,0.000200
100,0.100000,4.337829,0.000200
100,0.100000,3.963552,0.000200
100,0.100000,4.333624,0.000200
100,0.100000,4.770981,0.000200
100,0.100000,14.291917,0.000200
100,0.100000,14.825998,0.000200
100,0.100000,5.178901,0.000200
100,0.100000,4.808830,0.000200
100,0.100000,3.997195,0.000200
100,0.100000,5.170491,0.000200
100,0.100000,15.385311,0.000200
100,0.100000,14.851230,0.000200
100,0.100000,5.166285,0.000200
100,0.100000,4.030838,0.000200
100,0.100000,4.817240,0.000200
100,0.100000,15.259150,0.000200
100,0.100000,5.132642,0.000200
100,0.100000,4.098124,0.000200
100,0.100000,6.352197,0.000200
100,0.100000,5.595232,0.000200
100,0.100000,8.808127,0.000200
100,0.100000,10.835111,0.000200
100,0.100000,8.396002,0.000200
100,0.100000,8.408618,0.000200
100,0.100000,10.801468,0.000200
100,0.100000,8.454877,0.000200
100,0.100000,8.475904,0.000200
100,0.100000,10.734182,0.000200
100,0.100000,8.501136,0.000200
100,0.100000,8.505341,0.000200
100,0.100000,10.713156,0.000200
100,0.100000,10.704745,0.000200
100,0.100000,10.687923,0.000200
100,0.100000,10.675307,0.000200
100,0.100000,10.666897,0.000200
100,0.100000,8.652529,0.000200
100,0.100000,10.586995,0.000200
100,0.100000,10.553352,0.000200
100,0.100000,10.549146,0.000200
100,0.100000,8.698788,0.000200
100,0.100000,8.728225,0.000200
100,0.100000,10.490271,0.000200
100,0.100000,8.753458,0.000200
100,0.100000,10.473450,0.000200
100,0.100000,8.778690,0.000200
100,0.100000,10.431396,0.000200
100,0.100000,8.366564,0.000200
100,0.100000,8.341332,0.000200
100,0.100000,8.324511,0.000200
100,0.100000,8.021725,0.000200
100,0.100000,11.163129,0.000200
100,0.100000,7.882948,0.000200
100,0.100000,11.150513,0.000200
100,0.100000,7.912386,0.000200
100,0.100000,11.121076,0.000200
100,0.100000,7.933412,0.000200
100,0.100000,11.095843,0.000200
100,0.100000,11.083227,0.000200
100,0.100000,7.979671,0.000200
100,0.100000,7.988082,0.000200
100,0.100000,7.992287,0.000200
100,0.100000,8.025930,0.000200
100,0.100000,8.295073,0.000200
100,0.100000,11.049584,0.000200
100,0.100000,8.110037,0.000200
100,0.100000,8.114243,0.000200
100,0.100000,8.139475,0.000200
100,0.100000,8.143680,0.000200
100,0.100000,8.152091,0.000200
100,0.100000,10.999120,0.000200
100,0.100000,8.185734,0.000200
100,0.100000,8.261430,0.000200
100,0.100000,8.282457,0.000200
100,0.100000,10.898191,0.000200
100,0.100000,8.803922,0.000200
100,0.100000,8.824949,0.000200
100,0.100000,7.824073,0.000200
100,0.100000,8.829154,0.000200
100,0.100000,9.287538,0.000200
100,0.100000,10.082351,0.000200
100,0.100000,9.333797,0.000200
100,0.100000,9.338003,0.000200
100,0.100000,9.342208,0.000200
100,0.100000,10.065530,0.000200
100,0.100000,10.057119,0.000200
100,0.100000,9.371646,0.000200
100,0.100000,10.036093,0.000200
100,0.100000,9.434726,0.000200
100,0.100000,9.438931,0.000200
100,0.100000,9.968807,0.000200
100,0.100000,9.459958,0.000200
100,0.100000,9.956191,0.000200
100,0.100000,9.476780,0.000200
100,0.100000,9.947780,0.000200
100,0.100000,9.548271,0.000200
100,0.100000,9.590324,0.000200
100,0.100000,9.834235,0.000200
100,0.100000,9.607146,0.000200
100,0.100000,9.619762,0.000200
100,0.100000,9.653405,0.000200
100,0.100000,9.674432,0.000200
100,0.100000,9.733307,0.000200
100,0.100000,9.762744,0.000200
100,0.100000,10.153843,0.000200
100,0.100000,9.232869,0.000200
100,0.100000,10.162253,0.000200
100,0.100000,9.031011,0.000200
100,0.100000,8.845976,0.000200
100,0.100000,8.871208,0.000200
100,0.100000,8.875413,0.000200
100,0.100000,10.393548,0.000200
100,0.100000,8.925877,0.000200
100,0.100000,10.351495,0.000200
100,0.100000,8.955315,0.000200
100,0.100000,8.959520,0.000200
100,0.100000,8.967931,0.000200
100,0.100000,10.313646,0.000200
100,0.100000,9.022601,0.000200
100,0.100000,9.035217,0.000200
100,0.100000,10.183280,0.000200
100,0.100000,9.047833,0.000200
100,0.100000,10.271593,0.000200
100,0.100000,10.267387,0.000200
100,0.100000,9.073065,0.000200
100,0.100000,9.077270,0.000200
100,0.100000,9.098297,0.000200
100,0.100000,9.119324,0.000200
100,0.100000,10.225334,0.000200
100,0.100000,10.216923,0.000200
100,0.100000,9.169788,0.000200
100,0.100000,9.182404,0.000200
100,0.100000,7.828278,0.000200
100,0.100000,7.815662,0.000200
100,0.100000,5.654107,0.000200
100,0.100000,6.755911,0.000200
100,0.100000,12.853684,0.000200
100,0.100000,12.841068,0.000200
100,0.100000,6.125107,0.000200
100,0.100000,6.167161,0.000200
100,0.100000,6.175572,0.000200
100,0.100000,12.735934,0.000200
100,0.100000,6.251268,0.000200
100,0.100000,12.698086,0.000200
100,0.100000,6.289116,0.000200
100,0.100000,6.301733,0.000200
100,0.100000,6.335375,0.000200
100,0.100000,6.448920,0.000200
100,0.100000,6.457331,0.000200
100,0.100000,12.500434,0.000200
100,0.100000,6.490974,0.000200
100,0.100000,6.516206,0.000200
100,0.100000,12.391094,0.000200
100,0.100000,6.537233,0.000200
100,0.100000,6.541438,0.000200
100,0.100000,6.549849,0.000200
100,0.100000,6.600313,0.000200
100,0.100000,6.633956,0.000200
100,0.100000,6.671804,0.000200
100,0.100000,6.680215,0.000200
100,0.100000,12.248112,0.000200
100,0.100000,12.874711,0.000200
100,0.100000,6.053616,0.000200
100,0.100000,6.049411,0.000200
100,0.100000,5.851759,0.000200
100,0.100000,13.459256,0.000200
100,0.100000,5.666723,0.000200
100,0.100000,13.412997,0.000200
100,0.100000,5.691955,0.000200
100,0.100000,13.375149,0.000200
100,0.100000,5.700366,0.000200
100,0.100000,5.717187,0.000200
100,0.100000,5.729804,0.000200
100,0.100000,5.797089,0.000200
100,0.100000,13.240577,0.000200
100,0.100000,13.185907,0.000200
100,0.100000,5.860170,0.000200
100,0.100000,6.036795,0.000200
100,0.100000,5.864375,0.000200
100,0.100000,5.868580,0.000200
100,0.100000,5.876991,0.000200
100,0.100000,13.097595,0.000200
100,0.100000,5.927455,0.000200
100,0.100000,13.026104,0.000200
100,0.100000,5.948482,0.000200
100,0.100000,12.992461,0.000200
100,0.100000,5.982125,0.000200
100,0.100000,5.998947,0.000200
100,0.100000,6.028384,0.000200
100,0.100000,12.172416,0.000200
100,0.100000,6.768528,0.000200
100,0.100000,11.205183,0.000200
100,0.100000,6.772733,0.000200
100,0.100000,7.193269,0.000200
100,0.100000,11.709826,0.000200
100,0.100000,7.239528,0.000200
100,0.100000,7.247939,0.000200
100,0.100000,7.268965,0.000200
100,0.100000,11.655156,0.000200
100,0.100000,7.298403,0.000200
100,0.100000,7.311019,0.000200
100,0.100000,7.357278,0.000200
100,0.100000,11.587871,0.000200
100,0.100000,7.382510,0.000200
100,0.100000,7.403537,0.000200
100,0.100000,7.416153,0.000200
100,0.100000,11.486942,0.000200
100,0.100000,7.466617,0.000200
100,0.100000,7.491850,0.000200
100,0.100000,7.525492,0.000200
100,0.100000,7.542314,0.000200
100,0.100000,7.546519,0.000200
100,0.100000,7.584367,0.000200
100,0.100000,11.381808,0.000200
100,0.100000,11.360781,0.000200
100,0.100000,7.752582,0.000200
100,0.100000,11.209388,0.000200
100,0.100000,7.782019,0.000200
100,0.100000,11.764496,0.000200
100,0.100000,7.138599,0.000200
100,0.100000,7.104956,0.000200
100,0.100000,11.995790,0.000200
100,0.100000,6.776938,0.000200
100,0.100000,12.168210,0.000200
100,0.100000,6.793760,0.000200
100,0.100000,6.806376,0.000200
100,0.100000,12.138773,0.000200
100,0.100000,12.130362,0.000200
100,0.100000,12.113541,0.000200
100,0.100000,6.869456,0.000200
100,0.100000,12.071487,0.000200
100,0.100000,6.903099,0.000200
100,0.100000,6.919920,0.000200
100,0.100000,11.983174,0.000200
100,0.100000,7.096546,0.000200
100,0.100000,6.945153,0.000200
100,0.100000,6.974590,0.000200
100,0.100000,7.004028,0.000200
100,0.100000,11.924299,0.000200
100,0.100000,7.016644,0.000200
100,0.100000,7.033465,0.000200
100,0.100000,11.827576,0.000200
100,0.100000,7.054492,0.000200
100,0.100000,11.819165,0.000200
100,0.100000,11.814960,0.000200
100,0.100000,7.083930,0.000200
100,0.100000,3.564043,0.000200
100,0.100000,15.082525,0.000200
100,0.100000,3.555632,0.000200
100,0.100000,2.617837,0.000200
100,0.100000,1.238479,0.000200
100,0.100000,0.565621,0.000200
100,0.100000,19.081823,0.000200
100,0.100000,2.811283,0.000200
100,0.100000,1.957595,0.000200
100,0.100000,1.970211,0.000200
100,0.100000,2.794462,0.000200
100,0.100000,2.790257,0.000200
100,0.100000,21.504110,0.000200
100,0.100000,1.987033,0.000200
100,0.100000,17.117919,0.000200
100,0.100000,17.126330,0.000200
100,0.100000,0.620291,0.000200
100,0.100000,1.204836,0.000200
100,0.100000,2.748203,0.000200
100,0.100000,17.193616,0.000200
100,0.100000,2.701944,0.000200
100,0.100000,2.689328,0.000200
100,0.100000,2.676712,0.000200
100,0.100000,2.672507,0.000200
100,0.100000,2.668301,0.000200
100,0.100000,2.664096,0.000200
100,0.100000,2.037497,0.000200
100,0.100000,17.349214,0.000200
100,0.100000,1.166988,0.000200
100,0.100000,2.054319,0.000200
100,0.100000,17.399679,0.000200
100,0.100000,21.760637,0.000200
100,0.100000,1.150166,0.000200
100,0.100000,0.561416,0.000200
100,0.100000,1.242684,0.000200
100,0.100000,1.898720,0.000200
100,0.100000,2.912212,0.000200
100,0.100000,1.801997,0.000200
100,0.100000,2.992114,0.000200
100,0.100000,2.987909,0.000200
100,0.100000,0.388996,0.000200
100,0.100000,1.810408,0.000200
100,0.100000,2.958471,0.000200
100,0.100000,0.414228,0.000200
100,0.100000,0.422639,0.000200
100,0.100000,0.431049,0.000200
100,0.100000,2.941650,0.000200
100,0.100000,2.933239,0.000200
100,0.100000,2.929034,0.000200
100,0.100000,2.916417,0.000200
100,0.100000,1.856667,0.000200
100,0.100000,0.540389,0.000200
100,0.100000,1.267916,0.000200
100,0.100000,2.899596,0.000200
100,0.100000,1.877693,0.000200
100,0.100000,1.255300,0.000200
100,0.100000,0.477308,0.000200
100,0.100000,0.485719,0.000200
100,0.100000,0.489924,0.000200
100,0.100000,1.251095,0.000200
100,0.100000,0.494130,0.000200
100,0.100000,1.246889,0.000200
100,0.100000,0.536183,0.000200
100,0.100000,2.861748,0.000200
100,0.100000,2.844926,0.000200
100,0.100000,2.622042,0.000200
100,0.100000,0.683371,0.000200
100,0.100000,19.350966,0.000200
100,0.100000,2.609426,0.000200
100,0.100000,2.390747,0.000200
100,0.100000,1.066059,0.000200
100,0.100000,1.061853,0.000200
100,0.100000,2.373926,0.000200
100,0.100000,2.357104,0.000200
100,0.100000,17.904322,0.000200
100,0.100000,18.509894,0.000200
100,0.100000,1.053443,0.000200
100,0.100000,2.340283,0.000200
100,0.100000,0.805327,0.000200
100,0.100000,2.167863,0.000200
100,0.100000,2.327667,0.000200
100,0.100000,2.176274,0.000200
100,0.100000,2.193095,0.000200
100,0.100000,0.897844,0.000200
100,0.100000,0.906255,0.000200
100,0.100000,18.358501,0.000200
100,0.100000,2.289819,0.000200
100,0.100000,0.918871,0.000200
100,0.100000,2.281408,0.000200
100,0.100000,22.189584,0.000200
100,0.100000,0.931487,0.000200
100,0.100000,0.956719,0.000200
100,0.100000,18.169259,0.000200
100,0.100000,0.960925,0.000200
100,0.100000,0.965130,0.000200
100,0.100000,2.260381,0.000200
100,0.100000,0.973541,0.000200
100,0.100000,0.977746,0.000200
100,0.100000,0.792710,0.000200
100,0.100000,0.775889,0.000200
100,0.100000,1.103907,0.000200
100,0.100000,0.733835,0.000200
100,0.100000,2.605221,0.000200
100,0.100000,2.062729,0.000200
100,0.100000,0.687576,0.000200
100,0.100000,2.066935,0.000200
100,0.100000,17.496402,0.000200
100,0.100000,2.571578,0.000200
100,0.100000,0.704398,0.000200
100,0.100000,2.075345,0.000200
100,0.100000,1.137550,0.000200
100,0.100000,2.087961,0.000200
100,0.100000,2.537935,0.000200
100,0.100000,2.533730,0.000200
100,0.100000,0.729630,0.000200
100,0.100000,2.500087,0.000200
100,0.100000,2.403363,0.000200
100,0.100000,2.491676,0.000200
100,0.100000,2.487471,0.000200
100,0.100000,2.470649,0.000200
100,0.100000,2.466444,0.000200
100,0.100000,1.120729,0.000200
100,0.100000,0.759068,0.000200
100,0.100000,2.108988,0.000200
100,0.100000,2.130015,0.000200
100,0.100000,2.445417,0.000200
100,0.100000,2.437006,0.000200
100,0.100000,0.767478,0.000200
100,0.100000,2.420185,0.000200
100,0.100000,2.411774,0.000200
100,0.100000,16.798312,0.000200
100,0.100000,0.464692,0.000200
100,0.100000,16.752053,0.000200
100,0.100000,1.579113,0.000200
100,0.100000,1.402488,0.000200
100,0.100000,0.128263,0.000200
100,0.100000,3.332748,0.000200
100,0.100000,0.149290,0.000200
100,0.100000,1.616961,0.000200
100,0.100000,1.381461,0.000200
100,0.100000,3.315927,0.000200
100,0.100000,3.303311,0.000200
100,0.100000,0.153496,0.000200
100,0.100000,3.282284,0.000200
100,0.100000,19.687395,0.000200
100,0.100000,3.273873,0.000200
100,0.100000,1.654809,0.000200
100,0.100000,3.265462,0.000200
100,0.100000,0.195549,0.000200
100,0.100000,1.667425,0.000200
100,0.100000,3.248641,0.000200
100,0.100000,0.203960,0.000200
100,0.100000,19.573850,0.000200
100,0.100000,1.684247,0.000200
100,0.100000,1.696863,0.000200
100,0.100000,19.540207,0.000200
100,0.100000,0.216576,0.000200
100,0.100000,1.713684,0.000200
100,0.100000,1.722095,0.000200
100,0.100000,0.107237,0.000200
100,0.100000,3.345364,0.000200
100,0.100000,1.343613,0.000200
100,0.100000,3.357980,0.000200
100,0.100000,0.006308,0.000200
100,0.100000,0.031540,0.000200
100,0.100000,3.534605,0.000200
100,0.100000,16.066579,0.000200
100,0.100000,3.513579,0.000200
100,0.100000,3.509373,0.000200
100,0.100000,3.496757,0.000200
100,0.100000,0.056772,0.000200
100,0.100000,3.479936,0.000200
100,0.100000,3.475730,0.000200
100,0.100000,3.471525,0.000200
100,0.100000,3.446293,0.000200
100,0.100000,3.442087,0.000200
100,0.100000,3.433677,0.000200
100,0.100000,1.541265,0.000200
100,0.100000,1.545470,0.000200
100,0.100000,1.457157,0.000200
100,0.100000,0.082005,0.000200
100,0.100000,3.416855,0.000200
100,0.100000,3.408445,0.000200
